"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --output 2_nodes.csv 2 3000",,,,"Date:","15 Oct 2018 02:16:41 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
15-10 03:14:30,0.0,0.013,99.987,0.0,0.0,0.0,3459141632.0,29433856.0,2220077056.0,1.95561660416e+11,0.020,0.020,1.720
15-10 03:14:32,0.0,0.012,99.988,0.0,0.0,0.0,3459084288.0,29433856.0,2220085248.0,1.95561709568e+11,0.020,0.020,1.710
15-10 03:14:34,0.0,0.013,99.987,0.0,0.0,0.0,3459084288.0,29433856.0,2220085248.0,1.95561709568e+11,0.020,0.020,1.710
15-10 03:14:36,0.0,0.037,99.963,0.0,0.0,0.0,3459084288.0,29442048.0,2220077056.0,1.95561709568e+11,0.020,0.020,1.700
15-10 03:14:38,0.0,0.013,99.987,0.0,0.0,0.0,3459076096.0,29442048.0,2220085248.0,1.95561709568e+11,0.020,0.020,1.700
15-10 03:14:40,0.0,0.0,100.0,0.0,0.0,0.0,3459076096.0,29442048.0,2220085248.0,1.95561709568e+11,0.020,0.020,1.700
15-10 03:14:42,0.012,0.012,99.975,0.0,0.0,0.0,3459076096.0,29450240.0,2220077056.0,1.95561709568e+11,0.020,0.020,1.690
15-10 03:14:44,0.0,0.013,99.987,0.0,0.0,0.0,3459194880.0,29450240.0,2220085248.0,1.95561582592e+11,0.020,0.020,1.690
15-10 03:14:46,0.0,0.025,99.975,0.0,0.0,0.0,3459194880.0,29450240.0,2220085248.0,1.95561582592e+11,0.010,0.020,1.680
15-10 03:14:48,0.0,0.0,100.0,0.0,0.0,0.0,3459194880.0,29458432.0,2220077056.0,1.95561582592e+11,0.010,0.020,1.680
15-10 03:14:50,0.0,0.013,99.987,0.0,0.0,0.0,3459182592.0,29458432.0,2220085248.0,1.95561586688e+11,0.010,0.020,1.680
15-10 03:14:52,0.0,0.013,99.987,0.0,0.0,0.0,3459182592.0,29458432.0,2220085248.0,1.95561586688e+11,0.010,0.020,1.670
15-10 03:14:54,0.0,0.013,99.987,0.0,0.0,0.0,3459182592.0,29466624.0,2220077056.0,1.95561586688e+11,0.010,0.020,1.670
15-10 03:14:56,0.013,0.025,99.963,0.0,0.0,0.0,3459784704.0,29466624.0,2220085248.0,1.95560976384e+11,0.010,0.020,1.660
15-10 03:14:58,0.0,0.013,99.987,0.0,0.0,0.0,3459235840.0,29466624.0,2220093440.0,1.95561517056e+11,0.010,0.020,1.660
15-10 03:15:00,0.0,0.013,99.987,0.0,0.0,0.0,3459235840.0,29474816.0,2220085248.0,1.95561517056e+11,0.010,0.020,1.660
15-10 03:15:02,0.0,0.013,99.987,0.0,0.0,0.0,3459166208.0,29474816.0,2220093440.0,1.95561578496e+11,0.010,0.020,1.650
15-10 03:15:04,0.0,0.013,99.987,0.0,0.0,0.0,3459162112.0,29474816.0,2220097536.0,1.95561578496e+11,0.010,0.020,1.650
15-10 03:15:06,0.0,0.037,99.963,0.0,0.0,0.0,3459162112.0,29483008.0,2220089344.0,1.95561578496e+11,0.010,0.020,1.640
15-10 03:15:08,0.0,0.0,100.0,0.0,0.0,0.0,3459153920.0,29483008.0,2220097536.0,1.95561578496e+11,0.010,0.020,1.640
15-10 03:15:10,0.0,0.013,99.987,0.0,0.0,0.0,3459153920.0,29483008.0,2220097536.0,1.95561578496e+11,0.010,0.020,1.640
15-10 03:15:12,0.0,0.013,99.987,0.0,0.0,0.0,3459153920.0,29491200.0,2220089344.0,1.95561578496e+11,0.010,0.020,1.630
15-10 03:15:14,0.0,0.013,99.987,0.0,0.0,0.0,3459145728.0,29491200.0,2220097536.0,1.95561578496e+11,0.010,0.020,1.630
15-10 03:15:16,0.0,0.013,99.987,0.0,0.0,0.0,3459145728.0,29491200.0,2220097536.0,1.95561578496e+11,0.010,0.020,1.620
15-10 03:15:18,0.0,0.013,99.987,0.0,0.0,0.0,3459145728.0,29499392.0,2220089344.0,1.95561578496e+11,0.010,0.020,1.620
15-10 03:15:20,0.0,0.013,99.987,0.0,0.0,0.0,3459137536.0,29499392.0,2220097536.0,1.95561578496e+11,0.010,0.020,1.620
15-10 03:15:22,0.0,0.0,100.0,0.0,0.0,0.0,3459137536.0,29499392.0,2220097536.0,1.95561578496e+11,0.010,0.020,1.610
15-10 03:15:24,0.0,0.013,99.987,0.0,0.0,0.0,3459137536.0,29507584.0,2220089344.0,1.95561578496e+11,0.010,0.020,1.610
15-10 03:15:26,0.0,0.025,99.975,0.0,0.0,0.0,3459129344.0,29507584.0,2220097536.0,1.95561578496e+11,0.010,0.020,1.610
15-10 03:15:28,0.0,0.012,99.988,0.0,0.0,0.0,3459129344.0,29507584.0,2220097536.0,1.95561578496e+11,0.010,0.020,1.610
15-10 03:15:30,0.0,0.0,100.0,0.0,0.0,0.0,3459129344.0,29515776.0,2220089344.0,1.95561578496e+11,0.010,0.020,1.610
15-10 03:15:32,0.0,0.013,99.987,0.0,0.0,0.0,3459121152.0,29515776.0,2220097536.0,1.95561578496e+11,0.0,0.020,1.600
15-10 03:15:34,0.0,0.013,99.987,0.0,0.0,0.0,3459121152.0,29515776.0,2220097536.0,1.95561578496e+11,0.0,0.020,1.600
15-10 03:15:36,0.0,0.037,99.963,0.0,0.0,0.0,3459121152.0,29523968.0,2220089344.0,1.95561578496e+11,0.0,0.020,1.590
15-10 03:15:38,0.0,0.013,99.987,0.0,0.0,0.0,3459112960.0,29523968.0,2220097536.0,1.95561578496e+11,0.0,0.020,1.590
15-10 03:15:40,0.0,0.0,100.0,0.0,0.0,0.0,3459112960.0,29523968.0,2220097536.0,1.95561578496e+11,0.0,0.020,1.590
15-10 03:15:42,0.0,0.013,99.987,0.0,0.0,0.0,3459112960.0,29532160.0,2220089344.0,1.95561578496e+11,0.0,0.020,1.580
15-10 03:15:44,0.0,0.013,99.987,0.0,0.0,0.0,3459104768.0,29532160.0,2220097536.0,1.95561578496e+11,0.0,0.020,1.580
15-10 03:15:46,0.0,0.025,99.975,0.0,0.0,0.0,3459104768.0,29532160.0,2220097536.0,1.95561578496e+11,0.0,0.020,1.570
15-10 03:15:48,0.0,0.0,100.0,0.0,0.0,0.0,3459104768.0,29540352.0,2220089344.0,1.95561578496e+11,0.0,0.020,1.570
15-10 03:15:50,0.0,0.013,99.987,0.0,0.0,0.0,3459096576.0,29540352.0,2220097536.0,1.95561578496e+11,0.0,0.020,1.570
15-10 03:15:52,0.0,0.013,99.987,0.0,0.0,0.0,3459096576.0,29540352.0,2220097536.0,1.95561578496e+11,0.0,0.020,1.560
15-10 03:15:54,0.0,0.013,99.987,0.0,0.0,0.0,3459096576.0,29548544.0,2220089344.0,1.95561578496e+11,0.0,0.020,1.560
15-10 03:15:56,0.013,0.013,99.975,0.0,0.0,0.0,3459088384.0,29548544.0,2220097536.0,1.95561578496e+11,0.0,0.020,1.550
15-10 03:15:58,0.0,0.013,99.987,0.0,0.0,0.0,3459088384.0,29548544.0,2220097536.0,1.95561578496e+11,0.0,0.020,1.550
15-10 03:16:00,0.0,0.013,99.987,0.0,0.0,0.0,3459088384.0,29556736.0,2220089344.0,1.95561578496e+11,0.0,0.020,1.550
15-10 03:16:02,0.0,0.025,99.975,0.0,0.0,0.0,3459088384.0,29556736.0,2220097536.0,1.95561570304e+11,0.0,0.010,1.540
15-10 03:16:04,0.0,0.013,99.987,0.0,0.0,0.0,3459088384.0,29556736.0,2220097536.0,1.95561570304e+11,0.0,0.010,1.540
15-10 03:16:06,0.0,0.038,99.962,0.0,0.0,0.0,3459088384.0,29564928.0,2220089344.0,1.95561570304e+11,0.0,0.010,1.540
15-10 03:16:08,0.0,0.012,99.988,0.0,0.0,0.0,3459080192.0,29564928.0,2220097536.0,1.95561570304e+11,0.0,0.010,1.540
15-10 03:16:10,0.0,0.013,99.987,0.0,0.0,0.0,3459080192.0,29564928.0,2220097536.0,1.95561570304e+11,0.0,0.010,1.540
15-10 03:16:12,0.0,0.013,99.987,0.0,0.0,0.0,3459080192.0,29573120.0,2220089344.0,1.95561570304e+11,0.0,0.010,1.530
15-10 03:16:14,0.0,0.013,99.987,0.0,0.0,0.0,3459067904.0,29573120.0,2220101632.0,1.95561570304e+11,0.0,0.010,1.530
15-10 03:16:16,0.0,0.025,99.975,0.0,0.0,0.0,3459067904.0,29573120.0,2220101632.0,1.95561570304e+11,0.0,0.010,1.520
15-10 03:16:18,0.0,0.013,99.987,0.0,0.0,0.0,3459067904.0,29581312.0,2220093440.0,1.95561570304e+11,0.0,0.010,1.520
15-10 03:16:20,0.0,0.013,99.987,0.0,0.0,0.0,3459059712.0,29581312.0,2220101632.0,1.95561570304e+11,0.0,0.010,1.520
15-10 03:16:22,0.0,0.0,100.0,0.0,0.0,0.0,3459043328.0,29581312.0,2220101632.0,1.95561586688e+11,0.0,0.010,1.510
15-10 03:16:24,0.0,0.013,99.987,0.0,0.0,0.0,3459043328.0,29589504.0,2220093440.0,1.95561586688e+11,0.0,0.010,1.510
15-10 03:16:26,0.0,0.013,99.987,0.0,0.0,0.0,3459035136.0,29589504.0,2220101632.0,1.95561586688e+11,0.0,0.010,1.500
15-10 03:16:28,0.0,0.025,99.975,0.0,0.0,0.0,3459035136.0,29589504.0,2220101632.0,1.95561586688e+11,0.0,0.010,1.500
15-10 03:16:30,0.0,0.0,100.0,0.0,0.0,0.0,3459035136.0,29597696.0,2220093440.0,1.95561586688e+11,0.0,0.010,1.500
15-10 03:16:32,0.0,0.013,99.987,0.0,0.0,0.0,3459026944.0,29597696.0,2220101632.0,1.95561586688e+11,0.0,0.010,1.490
15-10 03:16:34,0.0,0.013,99.987,0.0,0.0,0.0,3459026944.0,29597696.0,2220101632.0,1.95561586688e+11,0.0,0.010,1.490
15-10 03:16:36,0.0,0.050,99.950,0.0,0.0,0.0,3459018752.0,29605888.0,2220101632.0,1.95561586688e+11,0.0,0.010,1.490
15-10 03:16:38,0.0,0.0,100.0,0.0,0.0,0.0,3459018752.0,29605888.0,2220101632.0,1.95561586688e+11,0.0,0.010,1.490
15-10 03:16:40,0.0,0.013,99.987,0.0,0.0,0.0,3458985984.0,29605888.0,2220101632.0,1.95561619456e+11,0.0,0.010,1.490
15-10 03:16:42,0.0,0.025,99.975,0.0,0.0,0.0,3458977792.0,29614080.0,2220101632.0,1.95561619456e+11,0.0,0.010,1.480
15-10 03:16:44,0.0,0.013,99.987,0.0,0.0,0.0,3458977792.0,29614080.0,2220101632.0,1.95561619456e+11,0.0,0.010,1.480
15-10 03:16:46,0.0,0.025,99.975,0.0,0.0,0.0,3458977792.0,29614080.0,2220101632.0,1.95561619456e+11,0.0,0.010,1.470
15-10 03:16:48,0.0,0.013,99.987,0.0,0.0,0.0,3458977792.0,29622272.0,2220093440.0,1.95561619456e+11,0.0,0.010,1.470
15-10 03:16:50,0.0,0.013,99.987,0.0,0.0,0.0,3459096576.0,29622272.0,2220101632.0,1.9556149248e+11,0.0,0.010,1.470
15-10 03:16:52,0.0,0.013,99.987,0.0,0.0,0.0,3459096576.0,29622272.0,2220101632.0,1.9556149248e+11,0.0,0.010,1.460
15-10 03:16:54,0.0,0.013,99.987,0.0,0.0,0.0,3459096576.0,29630464.0,2220093440.0,1.9556149248e+11,0.0,0.010,1.460
15-10 03:16:56,0.0,0.025,99.975,0.0,0.0,0.0,3459084288.0,29630464.0,2220101632.0,1.95561496576e+11,0.0,0.010,1.450
15-10 03:16:58,0.0,0.013,99.987,0.0,0.0,0.0,3459084288.0,29630464.0,2220101632.0,1.95561496576e+11,0.0,0.010,1.450
15-10 03:17:00,0.0,0.013,99.987,0.0,0.0,0.0,3459084288.0,29638656.0,2220093440.0,1.95561496576e+11,0.0,0.010,1.450
15-10 03:17:02,0.012,0.025,99.963,0.0,0.0,0.0,3459432448.0,29638656.0,2220109824.0,1.95561132032e+11,0.0,0.010,1.450
15-10 03:17:04,0.0,0.013,99.987,0.0,0.0,0.0,3459170304.0,29638656.0,2220109824.0,1.95561394176e+11,0.0,0.010,1.450
15-10 03:17:06,0.0,0.025,99.975,0.0,0.0,0.0,3459170304.0,29646848.0,2220101632.0,1.95561394176e+11,0.0,0.010,1.440
15-10 03:17:08,0.0,0.013,99.987,0.0,0.0,0.0,3459289088.0,29646848.0,2220109824.0,1.955612672e+11,0.0,0.010,1.440
15-10 03:17:10,0.0,0.013,99.987,0.0,0.0,0.0,3459289088.0,29646848.0,2220109824.0,1.955612672e+11,0.0,0.010,1.440
15-10 03:17:12,0.0,0.012,99.988,0.0,0.0,0.0,3459289088.0,29655040.0,2220101632.0,1.955612672e+11,0.0,0.010,1.430
15-10 03:17:14,0.0,0.013,99.987,0.0,0.0,0.0,3459280896.0,29655040.0,2220109824.0,1.955612672e+11,0.0,0.010,1.430
15-10 03:17:16,0.0,0.013,99.987,0.0,0.0,0.0,3459280896.0,29655040.0,2220109824.0,1.955612672e+11,0.0,0.010,1.420
15-10 03:17:18,0.0,0.013,99.987,0.0,0.0,0.0,3459276800.0,29663232.0,2220101632.0,1.95561271296e+11,0.0,0.010,1.420
15-10 03:17:20,0.0,0.013,99.987,0.0,0.0,0.0,3459268608.0,29663232.0,2220109824.0,1.95561271296e+11,0.0,0.010,1.420
15-10 03:17:22,0.0,0.013,99.987,0.0,0.0,0.0,3459268608.0,29663232.0,2220109824.0,1.95561271296e+11,0.0,0.010,1.410
15-10 03:17:24,0.0,0.013,99.987,0.0,0.0,0.0,3459268608.0,29671424.0,2220101632.0,1.95561271296e+11,0.0,0.010,1.410
15-10 03:17:26,0.0,0.013,99.987,0.0,0.0,0.0,3459383296.0,29671424.0,2220113920.0,1.9556114432e+11,0.0,0.010,1.410
15-10 03:17:28,0.0,0.013,99.987,0.0,0.0,0.0,3459383296.0,29671424.0,2220113920.0,1.9556114432e+11,0.0,0.010,1.410
15-10 03:17:30,0.0,0.013,99.987,0.0,0.0,0.0,3459383296.0,29679616.0,2220105728.0,1.9556114432e+11,0.0,0.010,1.410
15-10 03:17:32,0.0,0.013,99.987,0.0,0.0,0.0,3459375104.0,29679616.0,2220113920.0,1.9556114432e+11,0.0,0.010,1.400
15-10 03:17:34,0.0,0.0,100.0,0.0,0.0,0.0,3459375104.0,29679616.0,2220113920.0,1.9556114432e+11,0.0,0.010,1.400
15-10 03:17:36,0.013,0.037,99.950,0.0,0.0,0.0,3459375104.0,29687808.0,2220105728.0,1.9556114432e+11,0.0,0.010,1.390
15-10 03:17:38,0.0,0.013,99.987,0.0,0.0,0.0,3459366912.0,29687808.0,2220113920.0,1.9556114432e+11,0.0,0.010,1.390
15-10 03:17:40,0.0,0.0,100.0,0.0,0.0,0.0,3459366912.0,29687808.0,2220113920.0,1.9556114432e+11,0.0,0.010,1.390
15-10 03:17:42,0.0,0.025,99.975,0.0,0.0,0.0,3459366912.0,29696000.0,2220105728.0,1.9556114432e+11,0.0,0.0,1.380
15-10 03:17:44,0.0,0.0,100.0,0.0,0.0,0.0,3459358720.0,29696000.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.380
15-10 03:17:46,0.0,0.025,99.975,0.0,0.0,0.0,3459358720.0,29696000.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.370
15-10 03:17:48,0.0,0.0,100.0,0.0,0.0,0.0,3459358720.0,29704192.0,2220105728.0,1.9556114432e+11,0.0,0.0,1.370
15-10 03:17:50,0.0,0.012,99.988,0.0,0.0,0.0,3459350528.0,29704192.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.370
15-10 03:17:52,0.0,0.013,99.987,0.0,0.0,0.0,3459350528.0,29704192.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.370
15-10 03:17:54,0.0,0.013,99.987,0.0,0.0,0.0,3459350528.0,29712384.0,2220105728.0,1.9556114432e+11,0.0,0.0,1.370
15-10 03:17:56,0.0,0.013,99.987,0.0,0.0,0.0,3459342336.0,29712384.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.360
15-10 03:17:58,0.0,0.013,99.987,0.0,0.0,0.0,3459342336.0,29712384.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.360
15-10 03:18:00,0.0,0.013,99.987,0.0,0.0,0.0,3459342336.0,29720576.0,2220105728.0,1.9556114432e+11,0.0,0.0,1.360
15-10 03:18:02,0.0,0.013,99.987,0.0,0.0,0.0,3459334144.0,29720576.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.350
15-10 03:18:04,0.0,0.013,99.987,0.0,0.0,0.0,3459334144.0,29720576.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.350
15-10 03:18:06,0.0,0.037,99.963,0.0,0.0,0.0,3459334144.0,29728768.0,2220105728.0,1.9556114432e+11,0.0,0.0,1.340
15-10 03:18:08,0.0,0.013,99.987,0.0,0.0,0.0,3459325952.0,29728768.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.340
15-10 03:18:10,0.0,0.0,100.0,0.0,0.0,0.0,3459325952.0,29728768.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.340
15-10 03:18:12,0.0,0.013,99.987,0.0,0.0,0.0,3459325952.0,29736960.0,2220105728.0,1.9556114432e+11,0.0,0.0,1.340
15-10 03:18:14,0.0,0.013,99.987,0.0,0.0,0.0,3459317760.0,29736960.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.340
15-10 03:18:16,0.0,0.025,99.975,0.0,0.0,0.0,3459317760.0,29736960.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.330
15-10 03:18:18,0.0,0.0,100.0,0.0,0.0,0.0,3459317760.0,29745152.0,2220105728.0,1.9556114432e+11,0.0,0.0,1.330
15-10 03:18:20,0.0,0.013,99.987,0.0,0.0,0.0,3459309568.0,29745152.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.330
15-10 03:18:22,0.0,0.013,99.987,0.0,0.0,0.0,3459309568.0,29745152.0,2220113920.0,1.9556114432e+11,0.0,0.0,1.320
15-10 03:18:24,0.0,0.013,99.987,0.0,0.0,0.0,3459301376.0,29753344.0,2220105728.0,1.95561152512e+11,0.0,0.0,1.320
15-10 03:18:26,0.0,0.013,99.987,0.0,0.0,0.0,3459289088.0,29753344.0,2220113920.0,1.95561156608e+11,0.0,0.0,1.320
15-10 03:18:28,0.0,0.013,99.987,0.0,0.0,0.0,3459289088.0,29753344.0,2220113920.0,1.95561156608e+11,0.0,0.0,1.320
15-10 03:18:30,0.0,0.013,99.987,0.0,0.0,0.0,3459289088.0,29761536.0,2220105728.0,1.95561156608e+11,0.0,0.0,1.320
15-10 03:18:32,0.0,0.013,99.987,0.0,0.0,0.0,3459280896.0,29761536.0,2220113920.0,1.95561156608e+11,0.0,0.0,1.310
15-10 03:18:34,0.0,0.013,99.987,0.0,0.0,0.0,3459280896.0,29761536.0,2220113920.0,1.95561156608e+11,0.0,0.0,1.310
15-10 03:18:36,0.0,0.025,99.975,0.0,0.0,0.0,3459280896.0,29769728.0,2220105728.0,1.95561156608e+11,0.0,0.0,1.300
15-10 03:18:38,0.0,0.013,99.987,0.0,0.0,0.0,3459272704.0,29769728.0,2220113920.0,1.95561156608e+11,0.0,0.0,1.300
15-10 03:18:40,0.0,0.013,99.987,0.0,0.0,0.0,3459268608.0,29769728.0,2220118016.0,1.95561156608e+11,0.0,0.0,1.300
15-10 03:18:42,0.0,0.013,99.987,0.0,0.0,0.0,3459063808.0,29777920.0,2220109824.0,1.95561361408e+11,0.0,0.0,1.290
15-10 03:18:44,0.0,0.013,99.987,0.0,0.0,0.0,3459055616.0,29777920.0,2220118016.0,1.95561361408e+11,0.0,0.0,1.290
15-10 03:18:46,0.013,0.013,99.975,0.0,0.0,0.0,3459055616.0,29777920.0,2220118016.0,1.95561361408e+11,0.0,0.0,1.290
15-10 03:18:48,0.0,0.013,99.987,0.0,0.0,0.0,3459055616.0,29786112.0,2220109824.0,1.95561361408e+11,0.0,0.0,1.290
15-10 03:18:50,0.0,0.0,100.0,0.0,0.0,0.0,3459047424.0,29786112.0,2220118016.0,1.95561361408e+11,0.0,0.0,1.290
15-10 03:18:52,0.0,0.013,99.987,0.0,0.0,0.0,3459047424.0,29786112.0,2220118016.0,1.95561361408e+11,0.0,0.0,1.280
15-10 03:18:54,0.0,0.013,99.987,0.0,0.0,0.0,3458920448.0,29794304.0,2220109824.0,1.95561488384e+11,0.0,0.0,1.280
15-10 03:18:56,0.0,0.025,99.975,0.0,0.0,0.0,3458912256.0,29794304.0,2220118016.0,1.95561488384e+11,0.0,0.0,1.270
15-10 03:18:58,0.0,0.0,100.0,0.0,0.0,0.0,3458912256.0,29794304.0,2220118016.0,1.95561488384e+11,0.0,0.0,1.270
15-10 03:19:00,0.0,0.013,99.987,0.0,0.0,0.0,3458785280.0,29802496.0,2220109824.0,1.9556161536e+11,0.0,0.0,1.270
15-10 03:19:02,0.0,0.013,99.987,0.0,0.0,0.0,3458785280.0,29802496.0,2220118016.0,1.95561607168e+11,0.0,0.0,1.260
15-10 03:19:04,0.0,0.013,99.987,0.0,0.0,0.0,3458785280.0,29802496.0,2220118016.0,1.95561607168e+11,0.0,0.0,1.260
15-10 03:19:06,0.0,0.038,99.962,0.0,0.0,0.0,3458646016.0,29810688.0,2220109824.0,1.95561746432e+11,0.0,0.0,1.260
15-10 03:19:08,0.0,0.013,99.987,0.0,0.0,0.0,3458637824.0,29810688.0,2220118016.0,1.95561746432e+11,0.0,0.0,1.260
15-10 03:19:10,0.0,0.013,99.987,0.0,0.0,0.0,3458637824.0,29810688.0,2220118016.0,1.95561746432e+11,0.0,0.0,1.260
15-10 03:19:12,0.0,0.013,99.987,0.0,0.0,0.0,3458625536.0,29818880.0,2220109824.0,1.9556175872e+11,0.0,0.0,1.250
15-10 03:19:14,0.0,0.013,99.987,0.0,0.0,0.0,3458617344.0,29818880.0,2220118016.0,1.9556175872e+11,0.0,0.0,1.250
15-10 03:19:16,0.0,0.013,99.987,0.0,0.0,0.0,3458617344.0,29818880.0,2220118016.0,1.9556175872e+11,0.0,0.0,1.240
15-10 03:19:18,0.0,0.013,99.987,0.0,0.0,0.0,3458617344.0,29827072.0,2220109824.0,1.9556175872e+11,0.0,0.0,1.240
15-10 03:19:20,0.0,0.0,100.0,0.0,0.0,0.0,3458609152.0,29827072.0,2220118016.0,1.9556175872e+11,0.0,0.0,1.240
15-10 03:19:22,0.0,0.013,99.987,0.0,0.0,0.0,3458609152.0,29827072.0,2220118016.0,1.9556175872e+11,0.0,0.0,1.240
15-10 03:19:24,0.0,0.013,99.987,0.0,0.0,0.0,3458609152.0,29835264.0,2220109824.0,1.9556175872e+11,0.0,0.0,1.240
15-10 03:19:26,0.0,0.013,99.987,0.0,0.0,0.0,3458600960.0,29835264.0,2220118016.0,1.9556175872e+11,0.0,0.0,1.230
15-10 03:19:28,0.0,0.013,99.987,0.0,0.0,0.0,3458600960.0,29835264.0,2220118016.0,1.9556175872e+11,0.0,0.0,1.230
15-10 03:19:30,0.0,0.013,99.987,0.0,0.0,0.0,3458600960.0,29843456.0,2220109824.0,1.9556175872e+11,0.0,0.0,1.230
15-10 03:19:32,0.0,0.013,99.987,0.0,0.0,0.0,3458592768.0,29843456.0,2220118016.0,1.9556175872e+11,0.0,0.0,1.220
15-10 03:19:34,0.0,0.0,100.0,0.0,0.0,0.0,3458592768.0,29843456.0,2220118016.0,1.9556175872e+11,0.0,0.0,1.220
15-10 03:19:36,0.013,0.037,99.950,0.0,0.0,0.0,3458592768.0,29851648.0,2220109824.0,1.9556175872e+11,0.0,0.0,1.220
15-10 03:19:38,0.0,0.013,99.987,0.0,0.0,0.0,3458711552.0,29851648.0,2220118016.0,1.95561631744e+11,0.0,0.0,1.220
15-10 03:19:40,0.0,0.0,100.0,0.0,0.0,0.0,3458711552.0,29851648.0,2220118016.0,1.95561631744e+11,0.0,0.0,1.220
15-10 03:19:42,0.0,0.013,99.987,0.0,0.0,0.0,3458711552.0,29859840.0,2220109824.0,1.95561631744e+11,0.0,0.0,1.210
15-10 03:19:44,0.0,0.013,99.987,0.0,0.0,0.0,3458592768.0,29859840.0,2220118016.0,1.95561742336e+11,0.0,0.0,1.210
15-10 03:19:46,0.0,0.025,99.975,0.0,0.0,0.0,3458592768.0,29859840.0,2220118016.0,1.95561742336e+11,0.0,0.0,1.200
15-10 03:19:48,0.0,0.0,100.0,0.0,0.0,0.0,3458592768.0,29868032.0,2220109824.0,1.95561742336e+11,0.0,0.0,1.200
15-10 03:19:50,0.0,0.013,99.987,0.0,0.0,0.0,3458584576.0,29868032.0,2220118016.0,1.95561742336e+11,0.0,0.0,1.200
15-10 03:19:52,0.0,0.013,99.987,0.0,0.0,0.0,3458580480.0,29868032.0,2220122112.0,1.95561742336e+11,0.0,0.0,1.200
15-10 03:19:54,0.0,0.012,99.988,0.0,0.0,0.0,3458580480.0,29876224.0,2220113920.0,1.95561742336e+11,0.0,0.0,1.200
15-10 03:19:56,0.0,0.013,99.987,0.0,0.0,0.0,3458572288.0,29876224.0,2220122112.0,1.95561742336e+11,0.0,0.0,1.190
15-10 03:19:58,0.0,0.013,99.987,0.0,0.0,0.0,3458699264.0,29876224.0,2220122112.0,1.9556161536e+11,0.0,0.0,1.190
15-10 03:20:00,0.0,0.013,99.987,0.0,0.0,0.0,3458699264.0,29884416.0,2220113920.0,1.9556161536e+11,0.0,0.0,1.190
15-10 03:20:02,0.0,0.0,100.0,0.0,0.0,0.0,3458691072.0,29884416.0,2220122112.0,1.9556161536e+11,0.0,0.0,1.180
15-10 03:20:04,0.0,0.013,99.987,0.0,0.0,0.0,3458691072.0,29884416.0,2220122112.0,1.9556161536e+11,0.0,0.0,1.180
15-10 03:20:06,0.013,0.037,99.950,0.0,0.0,0.0,3458691072.0,29892608.0,2220113920.0,1.9556161536e+11,0.0,0.0,1.180
15-10 03:20:08,0.0,0.0,100.0,0.0,0.0,0.0,3458682880.0,29892608.0,2220122112.0,1.9556161536e+11,0.0,0.0,1.180
15-10 03:20:10,0.0,0.025,99.975,0.0,0.0,0.0,3458682880.0,29892608.0,2220122112.0,1.9556161536e+11,0.0,0.0,1.180
15-10 03:20:12,0.0,0.0,100.0,0.0,0.0,0.0,3458682880.0,29900800.0,2220113920.0,1.9556161536e+11,0.0,0.0,1.170
15-10 03:20:14,0.0,0.012,99.988,0.0,0.0,0.0,3458674688.0,29900800.0,2220122112.0,1.9556161536e+11,0.0,0.0,1.170
15-10 03:20:16,0.0,0.025,99.975,0.0,0.0,0.0,3458674688.0,29900800.0,2220122112.0,1.9556161536e+11,0.0,0.0,1.160
15-10 03:20:18,0.0,0.013,99.987,0.0,0.0,0.0,3458674688.0,29908992.0,2220113920.0,1.9556161536e+11,0.0,0.0,1.160
15-10 03:20:20,0.0,0.0,100.0,0.0,0.0,0.0,3458666496.0,29908992.0,2220122112.0,1.9556161536e+11,0.0,0.0,1.160
15-10 03:20:22,0.0,0.013,99.987,0.0,0.0,0.0,3458658304.0,29908992.0,2220122112.0,1.95561623552e+11,0.0,0.0,1.160
15-10 03:20:24,0.0,0.012,99.988,0.0,0.0,0.0,3458658304.0,29917184.0,2220113920.0,1.95561623552e+11,0.0,0.0,1.160
15-10 03:20:26,0.0,0.025,99.975,0.0,0.0,0.0,3458777088.0,29917184.0,2220122112.0,1.95561496576e+11,0.0,0.0,1.150
15-10 03:20:28,0.0,0.0,100.0,0.0,0.0,0.0,3458777088.0,29917184.0,2220122112.0,1.95561496576e+11,0.0,0.0,1.150
15-10 03:20:30,0.0,0.013,99.987,0.0,0.0,0.0,3458777088.0,29925376.0,2220113920.0,1.95561496576e+11,0.0,0.0,1.150
